*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Dec 11 2024 17:59:53
*************************************************
parsing config file: /home/functionmain/桌面/Pythia/config/bingo.ini

trace_0 /home/functionmain/桌面/Pythia/traces/436.cactusADM-1804B.champsimtrace.xz
Heartbeat CPU  0 instructions:  149000002 cycles:  188921748 heartbeat IPC: 0.57223 cumulative IPC: 0.41133 (Simulation time: 0 hr 6 min 15 sec) 
Heartbeat CPU  0 instructions:  150000003 cycles:  190812520 heartbeat IPC: 0.52889 cumulative IPC: 0.41316 (Simulation time: 0 hr 6 min 17 sec) 
Heartbeat CPU  0 instructions:  151000003 cycles:  192724566 heartbeat IPC: 0.52300 cumulative IPC: 0.41487 (Simulation time: 0 hr 6 min 20 sec) 
Heartbeat CPU  0 instructions:  152000000 cycles:  194547073 heartbeat IPC: 0.54869 cumulative IPC: 0.41683 (Simulation time: 0 hr 6 min 23 sec) 
Heartbeat CPU  0 instructions:  153000003 cycles:  207463068 heartbeat IPC: 0.07742 cumulative IPC: 0.38498 (Simulation time: 0 hr 6 min 26 sec) 
Heartbeat CPU  0 instructions:  154000000 cycles:  212454858 heartbeat IPC: 0.20033 cumulative IPC: 0.37852 (Simulation time: 0 hr 6 min 29 sec) 
Heartbeat CPU  0 instructions:  155000000 cycles:  214337206 heartbeat IPC: 0.53125 cumulative IPC: 0.38051 (Simulation time: 0 hr 6 min 32 sec) 
Heartbeat CPU  0 instructions:  156000000 cycles:  216100631 heartbeat IPC: 0.56708 cumulative IPC: 0.38276 (Simulation time: 0 hr 6 min 35 sec) 
Heartbeat CPU  0 instructions:  157000001 cycles:  218020776 heartbeat IPC: 0.52079 cumulative IPC: 0.38455 (Simulation time: 0 hr 6 min 37 sec) 
Heartbeat CPU  0 instructions:  158000001 cycles:  219938811 heartbeat IPC: 0.52137 cumulative IPC: 0.38630 (Simulation time: 0 hr 6 min 40 sec) 
Heartbeat CPU  0 instructions:  159000000 cycles:  221688307 heartbeat IPC: 0.57159 cumulative IPC: 0.38843 (Simulation time: 0 hr 6 min 43 sec) 
Heartbeat CPU  0 instructions:  160000000 cycles:  223586797 heartbeat IPC: 0.52673 cumulative IPC: 0.39014 (Simulation time: 0 hr 6 min 45 sec) 
Heartbeat CPU  0 instructions:  161000003 cycles:  225507174 heartbeat IPC: 0.52073 cumulative IPC: 0.39175 (Simulation time: 0 hr 6 min 48 sec) 
Heartbeat CPU  0 instructions:  162000000 cycles:  227320176 heartbeat IPC: 0.55157 cumulative IPC: 0.39359 (Simulation time: 0 hr 6 min 51 sec) 
Heartbeat CPU  0 instructions:  163000003 cycles:  229138604 heartbeat IPC: 0.54993 cumulative IPC: 0.39537 (Simulation time: 0 hr 6 min 54 sec) 
Heartbeat CPU  0 instructions:  164000000 cycles:  231052761 heartbeat IPC: 0.52242 cumulative IPC: 0.39688 (Simulation time: 0 hr 6 min 56 sec) 
Heartbeat CPU  0 instructions:  165000000 cycles:  232950188 heartbeat IPC: 0.52703 cumulative IPC: 0.39839 (Simulation time: 0 hr 6 min 59 sec) 
Heartbeat CPU  0 instructions:  166000001 cycles:  234694756 heartbeat IPC: 0.57321 cumulative IPC: 0.40024 (Simulation time: 0 hr 7 min 2 sec) 
Heartbeat CPU  0 instructions:  167000000 cycles:  236605747 heartbeat IPC: 0.52329 cumulative IPC: 0.40165 (Simulation time: 0 hr 7 min 4 sec) 
Heartbeat CPU  0 instructions:  168000000 cycles:  238519051 heartbeat IPC: 0.52266 cumulative IPC: 0.40302 (Simulation time: 0 hr 7 min 7 sec) 
Heartbeat CPU  0 instructions:  169000001 cycles:  240274180 heartbeat IPC: 0.56976 cumulative IPC: 0.40474 (Simulation time: 0 hr 7 min 10 sec) 
Heartbeat CPU  0 instructions:  170000002 cycles:  242147767 heartbeat IPC: 0.53374 cumulative IPC: 0.40614 (Simulation time: 0 hr 7 min 13 sec) 
Heartbeat CPU  0 instructions:  171000001 cycles:  244066455 heartbeat IPC: 0.52119 cumulative IPC: 0.40741 (Simulation time: 0 hr 7 min 15 sec) 
Heartbeat CPU  0 instructions:  172000000 cycles:  245895775 heartbeat IPC: 0.54665 cumulative IPC: 0.40886 (Simulation time: 0 hr 7 min 18 sec) 
Heartbeat CPU  0 instructions:  173000000 cycles:  247696269 heartbeat IPC: 0.55540 cumulative IPC: 0.41034 (Simulation time: 0 hr 7 min 21 sec) 
Heartbeat CPU  0 instructions:  174000003 cycles:  249613619 heartbeat IPC: 0.52155 cumulative IPC: 0.41152 (Simulation time: 0 hr 7 min 23 sec) 
Heartbeat CPU  0 instructions:  175000000 cycles:  256877081 heartbeat IPC: 0.13767 cumulative IPC: 0.40089 (Simulation time: 0 hr 7 min 27 sec) 
Heartbeat CPU  0 instructions:  176000000 cycles:  267224394 heartbeat IPC: 0.09664 cumulative IPC: 0.38495 (Simulation time: 0 hr 7 min 30 sec) 
Heartbeat CPU  0 instructions:  177000001 cycles:  269219701 heartbeat IPC: 0.50118 cumulative IPC: 0.38611 (Simulation time: 0 hr 7 min 33 sec) 
Heartbeat CPU  0 instructions:  178000003 cycles:  271291156 heartbeat IPC: 0.48275 cumulative IPC: 0.38710 (Simulation time: 0 hr 7 min 35 sec) 
Heartbeat CPU  0 instructions:  179000002 cycles:  273222429 heartbeat IPC: 0.51779 cumulative IPC: 0.38834 (Simulation time: 0 hr 7 min 38 sec) 
Heartbeat CPU  0 instructions:  180000000 cycles:  275131445 heartbeat IPC: 0.52383 cumulative IPC: 0.38960 (Simulation time: 0 hr 7 min 41 sec) 
Heartbeat CPU  0 instructions:  181000003 cycles:  277068471 heartbeat IPC: 0.51626 cumulative IPC: 0.39079 (Simulation time: 0 hr 7 min 44 sec) 
Heartbeat CPU  0 instructions:  182000003 cycles:  278917796 heartbeat IPC: 0.54074 cumulative IPC: 0.39211 (Simulation time: 0 hr 7 min 46 sec) 
Heartbeat CPU  0 instructions:  183000000 cycles:  280748433 heartbeat IPC: 0.54626 cumulative IPC: 0.39345 (Simulation time: 0 hr 7 min 49 sec) 
Heartbeat CPU  0 instructions:  184000000 cycles:  282678560 heartbeat IPC: 0.51810 cumulative IPC: 0.39458 (Simulation time: 0 hr 7 min 52 sec) 
Heartbeat CPU  0 instructions:  185000002 cycles:  284597066 heartbeat IPC: 0.52124 cumulative IPC: 0.39571 (Simulation time: 0 hr 7 min 54 sec) 
Heartbeat CPU  0 instructions:  186000001 cycles:  286375210 heartbeat IPC: 0.56238 cumulative IPC: 0.39708 (Simulation time: 0 hr 7 min 57 sec) 
Heartbeat CPU  0 instructions:  187000000 cycles:  288294093 heartbeat IPC: 0.52114 cumulative IPC: 0.39817 (Simulation time: 0 hr 8 min 0 sec) 
Heartbeat CPU  0 instructions:  188000000 cycles:  290224120 heartbeat IPC: 0.51813 cumulative IPC: 0.39922 (Simulation time: 0 hr 8 min 2 sec) 
Heartbeat CPU  0 instructions:  189000000 cycles:  292013015 heartbeat IPC: 0.55900 cumulative IPC: 0.40051 (Simulation time: 0 hr 8 min 5 sec) 
Heartbeat CPU  0 instructions:  190000000 cycles:  293900744 heartbeat IPC: 0.52974 cumulative IPC: 0.40160 (Simulation time: 0 hr 8 min 8 sec) 
Heartbeat CPU  0 instructions:  191000000 cycles:  295832313 heartbeat IPC: 0.51771 cumulative IPC: 0.40259 (Simulation time: 0 hr 8 min 11 sec) 
Heartbeat CPU  0 instructions:  192000000 cycles:  297693730 heartbeat IPC: 0.53723 cumulative IPC: 0.40369 (Simulation time: 0 hr 8 min 13 sec) 
Heartbeat CPU  0 instructions:  193000001 cycles:  299507015 heartbeat IPC: 0.55149 cumulative IPC: 0.40485 (Simulation time: 0 hr 8 min 16 sec) 
Heartbeat CPU  0 instructions:  194000000 cycles:  301438378 heartbeat IPC: 0.51777 cumulative IPC: 0.40580 (Simulation time: 0 hr 8 min 19 sec) 
Heartbeat CPU  0 instructions:  195000002 cycles:  303355848 heartbeat IPC: 0.52152 cumulative IPC: 0.40675 (Simulation time: 0 hr 8 min 21 sec) 
Heartbeat CPU  0 instructions:  196000000 cycles:  305129219 heartbeat IPC: 0.56390 cumulative IPC: 0.40793 (Simulation time: 0 hr 8 min 24 sec) 
Heartbeat CPU  0 instructions:  197000000 cycles:  307158333 heartbeat IPC: 0.49283 cumulative IPC: 0.40866 (Simulation time: 0 hr 8 min 27 sec) 
Heartbeat CPU  0 instructions:  198000003 cycles:  321604879 heartbeat IPC: 0.06922 cumulative IPC: 0.38918 (Simulation time: 0 hr 8 min 31 sec) 
Heartbeat CPU  0 instructions:  199000001 cycles:  324755962 heartbeat IPC: 0.31735 cumulative IPC: 0.38829 (Simulation time: 0 hr 8 min 33 sec) 
Heartbeat CPU  0 instructions:  200000000 cycles:  326656938 heartbeat IPC: 0.52605 cumulative IPC: 0.38931 (Simulation time: 0 hr 8 min 36 sec) 
Heartbeat CPU  0 instructions:  201000002 cycles:  328597292 heartbeat IPC: 0.51537 cumulative IPC: 0.39026 (Simulation time: 0 hr 8 min 39 sec) 
Heartbeat CPU  0 instructions:  202000003 cycles:  330468115 heartbeat IPC: 0.53452 cumulative IPC: 0.39129 (Simulation time: 0 hr 8 min 42 sec) 
Heartbeat CPU  0 instructions:  203000002 cycles:  332285604 heartbeat IPC: 0.55021 cumulative IPC: 0.39239 (Simulation time: 0 hr 8 min 44 sec) 
Heartbeat CPU  0 instructions:  204000000 cycles:  334224334 heartbeat IPC: 0.51580 cumulative IPC: 0.39330 (Simulation time: 0 hr 8 min 47 sec) 
Heartbeat CPU  0 instructions:  205000002 cycles:  336141693 heartbeat IPC: 0.52155 cumulative IPC: 0.39422 (Simulation time: 0 hr 8 min 50 sec) 
Heartbeat CPU  0 instructions:  206000000 cycles:  337926994 heartbeat IPC: 0.56013 cumulative IPC: 0.39533 (Simulation time: 0 hr 8 min 52 sec) 
Heartbeat CPU  0 instructions:  207000002 cycles:  339842416 heartbeat IPC: 0.52208 cumulative IPC: 0.39623 (Simulation time: 0 hr 8 min 55 sec) 
Heartbeat CPU  0 instructions:  208000000 cycles:  341769914 heartbeat IPC: 0.51881 cumulative IPC: 0.39709 (Simulation time: 0 hr 8 min 58 sec) 
Heartbeat CPU  0 instructions:  209000002 cycles:  343576088 heartbeat IPC: 0.55366 cumulative IPC: 0.39813 (Simulation time: 0 hr 9 min 1 sec) 
Heartbeat CPU  0 instructions:  210000000 cycles:  345449795 heartbeat IPC: 0.53370 cumulative IPC: 0.39905 (Simulation time: 0 hr 9 min 3 sec) 
Heartbeat CPU  0 instructions:  211000003 cycles:  347381251 heartbeat IPC: 0.51775 cumulative IPC: 0.39988 (Simulation time: 0 hr 9 min 6 sec) 
Heartbeat CPU  0 instructions:  212000000 cycles:  349264471 heartbeat IPC: 0.53100 cumulative IPC: 0.40076 (Simulation time: 0 hr 9 min 9 sec) 
Heartbeat CPU  0 instructions:  213000003 cycles:  351059284 heartbeat IPC: 0.55716 cumulative IPC: 0.40176 (Simulation time: 0 hr 9 min 11 sec) 
Heartbeat CPU  0 instructions:  214000003 cycles:  352990563 heartbeat IPC: 0.51779 cumulative IPC: 0.40255 (Simulation time: 0 hr 9 min 14 sec) 
Heartbeat CPU  0 instructions:  215000003 cycles:  354914532 heartbeat IPC: 0.51976 cumulative IPC: 0.40334 (Simulation time: 0 hr 9 min 17 sec) 
Heartbeat CPU  0 instructions:  216000000 cycles:  356697311 heartbeat IPC: 0.56092 cumulative IPC: 0.40432 (Simulation time: 0 hr 9 min 19 sec) 
Heartbeat CPU  0 instructions:  217000002 cycles:  358604652 heartbeat IPC: 0.52429 cumulative IPC: 0.40511 (Simulation time: 0 hr 9 min 22 sec) 
Heartbeat CPU  0 instructions:  218000001 cycles:  360533735 heartbeat IPC: 0.51838 cumulative IPC: 0.40586 (Simulation time: 0 hr 9 min 25 sec) 
Heartbeat CPU  0 instructions:  219000002 cycles:  362353996 heartbeat IPC: 0.54937 cumulative IPC: 0.40676 (Simulation time: 0 hr 9 min 28 sec) 
Heartbeat CPU  0 instructions:  220000000 cycles:  371394047 heartbeat IPC: 0.11062 cumulative IPC: 0.39788 (Simulation time: 0 hr 9 min 31 sec) 
Heartbeat CPU  0 instructions:  221000000 cycles:  380173542 heartbeat IPC: 0.11390 cumulative IPC: 0.38985 (Simulation time: 0 hr 9 min 34 sec) 
Heartbeat CPU  0 instructions:  222000000 cycles:  382069851 heartbeat IPC: 0.52734 cumulative IPC: 0.39068 (Simulation time: 0 hr 9 min 37 sec) 
Heartbeat CPU  0 instructions:  223000001 cycles:  383871826 heartbeat IPC: 0.55495 cumulative IPC: 0.39162 (Simulation time: 0 hr 9 min 40 sec) 
Heartbeat CPU  0 instructions:  224000000 cycles:  385805969 heartbeat IPC: 0.51702 cumulative IPC: 0.39239 (Simulation time: 0 hr 9 min 42 sec) 
Heartbeat CPU  0 instructions:  225000002 cycles:  387739867 heartbeat IPC: 0.51709 cumulative IPC: 0.39315 (Simulation time: 0 hr 9 min 45 sec) 
Heartbeat CPU  0 instructions:  226000002 cycles:  389519952 heartbeat IPC: 0.56177 cumulative IPC: 0.39409 (Simulation time: 0 hr 9 min 48 sec) 
Heartbeat CPU  0 instructions:  227000003 cycles:  391431255 heartbeat IPC: 0.52320 cumulative IPC: 0.39486 (Simulation time: 0 hr 9 min 50 sec) 
Heartbeat CPU  0 instructions:  228000000 cycles:  393363083 heartbeat IPC: 0.51764 cumulative IPC: 0.39559 (Simulation time: 0 hr 9 min 53 sec) 
Heartbeat CPU  0 instructions:  229000003 cycles:  395328048 heartbeat IPC: 0.50892 cumulative IPC: 0.39627 (Simulation time: 0 hr 9 min 56 sec) 
Heartbeat CPU  0 instructions:  230000001 cycles:  397179998 heartbeat IPC: 0.53997 cumulative IPC: 0.39709 (Simulation time: 0 hr 9 min 59 sec) 
Heartbeat CPU  0 instructions:  231000003 cycles:  399110625 heartbeat IPC: 0.51797 cumulative IPC: 0.39779 (Simulation time: 0 hr 10 min 1 sec) 
Heartbeat CPU  0 instructions:  232000000 cycles:  401007104 heartbeat IPC: 0.52729 cumulative IPC: 0.39854 (Simulation time: 0 hr 10 min 4 sec) 
Heartbeat CPU  0 instructions:  233000002 cycles:  402798614 heartbeat IPC: 0.55819 cumulative IPC: 0.39939 (Simulation time: 0 hr 10 min 7 sec) 
Heartbeat CPU  0 instructions:  234000001 cycles:  404722895 heartbeat IPC: 0.51967 cumulative IPC: 0.40009 (Simulation time: 0 hr 10 min 9 sec) 
Heartbeat CPU  0 instructions:  235000003 cycles:  406646941 heartbeat IPC: 0.51974 cumulative IPC: 0.40077 (Simulation time: 0 hr 10 min 12 sec) 
Heartbeat CPU  0 instructions:  236000000 cycles:  408426399 heartbeat IPC: 0.56197 cumulative IPC: 0.40162 (Simulation time: 0 hr 10 min 15 sec) 
Heartbeat CPU  0 instructions:  237000002 cycles:  410330293 heartbeat IPC: 0.52524 cumulative IPC: 0.40231 (Simulation time: 0 hr 10 min 17 sec) 
Heartbeat CPU  0 instructions:  238000002 cycles:  412263094 heartbeat IPC: 0.51738 cumulative IPC: 0.40296 (Simulation time: 0 hr 10 min 20 sec) 
Heartbeat CPU  0 instructions:  239000001 cycles:  414102568 heartbeat IPC: 0.54363 cumulative IPC: 0.40371 (Simulation time: 0 hr 10 min 23 sec) 
Heartbeat CPU  0 instructions:  240000000 cycles:  415936535 heartbeat IPC: 0.54527 cumulative IPC: 0.40446 (Simulation time: 0 hr 10 min 26 sec) 
Heartbeat CPU  0 instructions:  241000003 cycles:  417872761 heartbeat IPC: 0.51647 cumulative IPC: 0.40508 (Simulation time: 0 hr 10 min 28 sec) 
Heartbeat CPU  0 instructions:  242000002 cycles:  421616725 heartbeat IPC: 0.26710 cumulative IPC: 0.40361 (Simulation time: 0 hr 10 min 31 sec) 
Heartbeat CPU  0 instructions:  243000003 cycles:  435825066 heartbeat IPC: 0.07038 cumulative IPC: 0.39068 (Simulation time: 0 hr 10 min 35 sec) 
Heartbeat CPU  0 instructions:  244000000 cycles:  437772656 heartbeat IPC: 0.51345 cumulative IPC: 0.39133 (Simulation time: 0 hr 10 min 38 sec) 
Heartbeat CPU  0 instructions:  245000000 cycles:  439706134 heartbeat IPC: 0.51720 cumulative IPC: 0.39199 (Simulation time: 0 hr 10 min 40 sec) 
Heartbeat CPU  0 instructions:  246000000 cycles:  441496440 heartbeat IPC: 0.55856 cumulative IPC: 0.39279 (Simulation time: 0 hr 10 min 43 sec) 
Heartbeat CPU  0 instructions:  247000000 cycles:  443406346 heartbeat IPC: 0.52359 cumulative IPC: 0.39346 (Simulation time: 0 hr 10 min 46 sec) 
Heartbeat CPU  0 instructions:  248000000 cycles:  445339996 heartbeat IPC: 0.51716 cumulative IPC: 0.39409 (Simulation time: 0 hr 10 min 49 sec) 
Heartbeat CPU  0 instructions:  249000001 cycles:  447188374 heartbeat IPC: 0.54102 cumulative IPC: 0.39481 (Simulation time: 0 hr 10 min 51 sec) 
Heartbeat CPU  0 instructions:  250000003 cycles:  449029369 heartbeat IPC: 0.54319 cumulative IPC: 0.39553 (Simulation time: 0 hr 10 min 54 sec) 
Heartbeat CPU  0 instructions:  251000002 cycles:  450962492 heartbeat IPC: 0.51730 cumulative IPC: 0.39615 (Simulation time: 0 hr 10 min 57 sec) 
Heartbeat CPU  0 instructions:  252000000 cycles:  452875378 heartbeat IPC: 0.52277 cumulative IPC: 0.39678 (Simulation time: 0 hr 10 min 59 sec) 
Heartbeat CPU  0 instructions:  253000000 cycles:  454652870 heartbeat IPC: 0.56259 cumulative IPC: 0.39755 (Simulation time: 0 hr 11 min 2 sec) 
Heartbeat CPU  0 instructions:  254000002 cycles:  456573185 heartbeat IPC: 0.52075 cumulative IPC: 0.39816 (Simulation time: 0 hr 11 min 5 sec) 
Heartbeat CPU  0 instructions:  255000000 cycles:  458507000 heartbeat IPC: 0.51711 cumulative IPC: 0.39875 (Simulation time: 0 hr 11 min 7 sec) 
Heartbeat CPU  0 instructions:  256000000 cycles:  460288500 heartbeat IPC: 0.56132 cumulative IPC: 0.39949 (Simulation time: 0 hr 11 min 10 sec) 
Heartbeat CPU  0 instructions:  257000000 cycles:  462184067 heartbeat IPC: 0.52755 cumulative IPC: 0.40011 (Simulation time: 0 hr 11 min 13 sec) 
Heartbeat CPU  0 instructions:  258000003 cycles:  464114432 heartbeat IPC: 0.51804 cumulative IPC: 0.40069 (Simulation time: 0 hr 11 min 16 sec) 
Heartbeat CPU  0 instructions:  259000000 cycles:  465972681 heartbeat IPC: 0.53814 cumulative IPC: 0.40133 (Simulation time: 0 hr 11 min 18 sec) 
Heartbeat CPU  0 instructions:  260000000 cycles:  467793627 heartbeat IPC: 0.54917 cumulative IPC: 0.40201 (Simulation time: 0 hr 11 min 21 sec) 
Heartbeat CPU  0 instructions:  261000000 cycles:  469721646 heartbeat IPC: 0.51867 cumulative IPC: 0.40257 (Simulation time: 0 hr 11 min 24 sec) 
Heartbeat CPU  0 instructions:  262000002 cycles:  471639268 heartbeat IPC: 0.52148 cumulative IPC: 0.40314 (Simulation time: 0 hr 11 min 26 sec) 
Heartbeat CPU  0 instructions:  263000001 cycles:  473416623 heartbeat IPC: 0.56263 cumulative IPC: 0.40384 (Simulation time: 0 hr 11 min 29 sec) 
Heartbeat CPU  0 instructions:  264000000 cycles:  475329829 heartbeat IPC: 0.52268 cumulative IPC: 0.40440 (Simulation time: 0 hr 11 min 32 sec) 
Heartbeat CPU  0 instructions:  265000002 cycles:  486249556 heartbeat IPC: 0.09158 cumulative IPC: 0.39620 (Simulation time: 0 hr 11 min 35 sec) 
Heartbeat CPU  0 instructions:  266000001 cycles:  493105298 heartbeat IPC: 0.14586 cumulative IPC: 0.39215 (Simulation time: 0 hr 11 min 38 sec) 
Heartbeat CPU  0 instructions:  267000002 cycles:  495006028 heartbeat IPC: 0.52611 cumulative IPC: 0.39275 (Simulation time: 0 hr 11 min 41 sec) 
Heartbeat CPU  0 instructions:  268000000 cycles:  496953443 heartbeat IPC: 0.51350 cumulative IPC: 0.39330 (Simulation time: 0 hr 11 min 44 sec) 
Heartbeat CPU  0 instructions:  269000000 cycles:  498824828 heartbeat IPC: 0.53436 cumulative IPC: 0.39391 (Simulation time: 0 hr 11 min 47 sec) 
Heartbeat CPU  0 instructions:  270000003 cycles:  500658699 heartbeat IPC: 0.54530 cumulative IPC: 0.39456 (Simulation time: 0 hr 11 min 49 sec) 
Heartbeat CPU  0 instructions:  271000002 cycles:  502598781 heartbeat IPC: 0.51544 cumulative IPC: 0.39510 (Simulation time: 0 hr 11 min 52 sec) 
Heartbeat CPU  0 instructions:  272000000 cycles:  504521833 heartbeat IPC: 0.52001 cumulative IPC: 0.39565 (Simulation time: 0 hr 11 min 55 sec) 
Heartbeat CPU  0 instructions:  273000002 cycles:  506303318 heartbeat IPC: 0.56133 cumulative IPC: 0.39633 (Simulation time: 0 hr 11 min 57 sec) 
Heartbeat CPU  0 instructions:  274000000 cycles:  508219050 heartbeat IPC: 0.52199 cumulative IPC: 0.39688 (Simulation time: 0 hr 12 min 0 sec) 
Heartbeat CPU  0 instructions:  275000000 cycles:  510146269 heartbeat IPC: 0.51888 cumulative IPC: 0.39741 (Simulation time: 0 hr 12 min 3 sec) 
Heartbeat CPU  0 instructions:  276000000 cycles:  511948136 heartbeat IPC: 0.55498 cumulative IPC: 0.39805 (Simulation time: 0 hr 12 min 6 sec) 
Heartbeat CPU  0 instructions:  277000001 cycles:  513824725 heartbeat IPC: 0.53288 cumulative IPC: 0.39862 (Simulation time: 0 hr 12 min 8 sec) 
Heartbeat CPU  0 instructions:  278000000 cycles:  515759353 heartbeat IPC: 0.51689 cumulative IPC: 0.39913 (Simulation time: 0 hr 12 min 11 sec) 
Heartbeat CPU  0 instructions:  279000003 cycles:  517757821 heartbeat IPC: 0.50038 cumulative IPC: 0.39959 (Simulation time: 0 hr 12 min 14 sec) 
Heartbeat CPU  0 instructions:  280000000 cycles:  519670565 heartbeat IPC: 0.52281 cumulative IPC: 0.40011 (Simulation time: 0 hr 12 min 16 sec) 
Heartbeat CPU  0 instructions:  281000002 cycles:  521715266 heartbeat IPC: 0.48907 cumulative IPC: 0.40051 (Simulation time: 0 hr 12 min 19 sec) 
Heartbeat CPU  0 instructions:  282000002 cycles:  523638957 heartbeat IPC: 0.51983 cumulative IPC: 0.40102 (Simulation time: 0 hr 12 min 22 sec) 
Heartbeat CPU  0 instructions:  283000000 cycles:  525410801 heartbeat IPC: 0.56438 cumulative IPC: 0.40165 (Simulation time: 0 hr 12 min 25 sec) 
Heartbeat CPU  0 instructions:  284000000 cycles:  527321418 heartbeat IPC: 0.52339 cumulative IPC: 0.40216 (Simulation time: 0 hr 12 min 27 sec) 
Heartbeat CPU  0 instructions:  285000001 cycles:  529253085 heartbeat IPC: 0.51769 cumulative IPC: 0.40265 (Simulation time: 0 hr 12 min 30 sec) 
Heartbeat CPU  0 instructions:  286000003 cycles:  531070645 heartbeat IPC: 0.55019 cumulative IPC: 0.40323 (Simulation time: 0 hr 12 min 33 sec) 
Heartbeat CPU  0 instructions:  287000002 cycles:  536674911 heartbeat IPC: 0.17844 cumulative IPC: 0.40053 (Simulation time: 0 hr 12 min 36 sec) 
Heartbeat CPU  0 instructions:  288000000 cycles:  548812406 heartbeat IPC: 0.08239 cumulative IPC: 0.39247 (Simulation time: 0 hr 12 min 39 sec) 
Heartbeat CPU  0 instructions:  289000003 cycles:  550707368 heartbeat IPC: 0.52772 cumulative IPC: 0.39300 (Simulation time: 0 hr 12 min 42 sec) 
Heartbeat CPU  0 instructions:  290000003 cycles:  552517528 heartbeat IPC: 0.55244 cumulative IPC: 0.39360 (Simulation time: 0 hr 12 min 45 sec) 
Heartbeat CPU  0 instructions:  291000002 cycles:  554454150 heartbeat IPC: 0.51636 cumulative IPC: 0.39409 (Simulation time: 0 hr 12 min 47 sec) 
Heartbeat CPU  0 instructions:  292000000 cycles:  556377356 heartbeat IPC: 0.51996 cumulative IPC: 0.39459 (Simulation time: 0 hr 12 min 50 sec) 
Heartbeat CPU  0 instructions:  293000001 cycles:  558167331 heartbeat IPC: 0.55867 cumulative IPC: 0.39519 (Simulation time: 0 hr 12 min 53 sec) 
Heartbeat CPU  0 instructions:  294000000 cycles:  560076966 heartbeat IPC: 0.52366 cumulative IPC: 0.39569 (Simulation time: 0 hr 12 min 56 sec) 
Heartbeat CPU  0 instructions:  295000002 cycles:  562016187 heartbeat IPC: 0.51567 cumulative IPC: 0.39616 (Simulation time: 0 hr 12 min 58 sec) 
Heartbeat CPU  0 instructions:  296000000 cycles:  563836486 heartbeat IPC: 0.54936 cumulative IPC: 0.39673 (Simulation time: 0 hr 13 min 1 sec) 
Heartbeat CPU  0 instructions:  297000001 cycles:  565693449 heartbeat IPC: 0.53851 cumulative IPC: 0.39726 (Simulation time: 0 hr 13 min 4 sec) 
Heartbeat CPU  0 instructions:  298000003 cycles:  567627849 heartbeat IPC: 0.51696 cumulative IPC: 0.39772 (Simulation time: 0 hr 13 min 6 sec) 
Heartbeat CPU  0 instructions:  299000000 cycles:  569521373 heartbeat IPC: 0.52811 cumulative IPC: 0.39822 (Simulation time: 0 hr 13 min 9 sec) 
Heartbeat CPU  0 instructions:  300000000 cycles:  571310224 heartbeat IPC: 0.55902 cumulative IPC: 0.39879 (Simulation time: 0 hr 13 min 12 sec) 
Heartbeat CPU  0 instructions:  301000003 cycles:  573236508 heartbeat IPC: 0.51914 cumulative IPC: 0.39925 (Simulation time: 0 hr 13 min 15 sec) 
Heartbeat CPU  0 instructions:  302000000 cycles:  575161259 heartbeat IPC: 0.51955 cumulative IPC: 0.39971 (Simulation time: 0 hr 13 min 17 sec) 
Heartbeat CPU  0 instructions:  303000000 cycles:  576942082 heartbeat IPC: 0.56154 cumulative IPC: 0.40028 (Simulation time: 0 hr 13 min 20 sec) 
Heartbeat CPU  0 instructions:  304000000 cycles:  578844297 heartbeat IPC: 0.52570 cumulative IPC: 0.40075 (Simulation time: 0 hr 13 min 23 sec) 
Heartbeat CPU  0 instructions:  305000000 cycles:  580780012 heartbeat IPC: 0.51660 cumulative IPC: 0.40119 (Simulation time: 0 hr 13 min 26 sec) 
Heartbeat CPU  0 instructions:  306000002 cycles:  582612098 heartbeat IPC: 0.54583 cumulative IPC: 0.40170 (Simulation time: 0 hr 13 min 28 sec) 
Heartbeat CPU  0 instructions:  307000003 cycles:  584453394 heartbeat IPC: 0.54310 cumulative IPC: 0.40221 (Simulation time: 0 hr 13 min 31 sec) 
Heartbeat CPU  0 instructions:  308000000 cycles:  586384433 heartbeat IPC: 0.51785 cumulative IPC: 0.40264 (Simulation time: 0 hr 13 min 34 sec) 
Heartbeat CPU  0 instructions:  309000003 cycles:  588293342 heartbeat IPC: 0.52386 cumulative IPC: 0.40309 (Simulation time: 0 hr 13 min 36 sec) 
Heartbeat CPU  0 instructions:  310000002 cycles:  601005669 heartbeat IPC: 0.07866 cumulative IPC: 0.39532 (Simulation time: 0 hr 13 min 40 sec) 
Heartbeat CPU  0 instructions:  311000000 cycles:  605918121 heartbeat IPC: 0.20356 cumulative IPC: 0.39357 (Simulation time: 0 hr 13 min 43 sec) 
Heartbeat CPU  0 instructions:  312000000 cycles:  607856843 heartbeat IPC: 0.51580 cumulative IPC: 0.39401 (Simulation time: 0 hr 13 min 46 sec) 
Heartbeat CPU  0 instructions:  313000003 cycles:  609639701 heartbeat IPC: 0.56090 cumulative IPC: 0.39456 (Simulation time: 0 hr 13 min 48 sec) 
Heartbeat CPU  0 instructions:  314000003 cycles:  611550473 heartbeat IPC: 0.52335 cumulative IPC: 0.39501 (Simulation time: 0 hr 13 min 51 sec) 
Heartbeat CPU  0 instructions:  315000000 cycles:  613487900 heartbeat IPC: 0.51615 cumulative IPC: 0.39544 (Simulation time: 0 hr 13 min 54 sec) 
