*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Dec 11 2024 17:59:53
*************************************************
parsing config file: /home/functionmain/桌面/Pythia/config/pythia.ini

trace_0 /home/functionmain/桌面/Pythia/traces/433.milc-127B.champsimtrace.xz
Heartbeat CPU  0 instructions:   43000000 cycles:   18387641 heartbeat IPC: 2.25844 cumulative IPC: 2.33853 (Simulation time: 0 hr 1 min 43 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   18830414 heartbeat IPC: 2.25849 cumulative IPC: 2.33665 (Simulation time: 0 hr 1 min 45 sec) 
Heartbeat CPU  0 instructions:   45000001 cycles:   19273216 heartbeat IPC: 2.25835 cumulative IPC: 2.33485 (Simulation time: 0 hr 1 min 47 sec) 
Heartbeat CPU  0 instructions:   46000001 cycles:   19715987 heartbeat IPC: 2.25850 cumulative IPC: 2.33313 (Simulation time: 0 hr 1 min 49 sec) 
Heartbeat CPU  0 instructions:   47000001 cycles:   20158758 heartbeat IPC: 2.25850 cumulative IPC: 2.33149 (Simulation time: 0 hr 1 min 51 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   20601532 heartbeat IPC: 2.25849 cumulative IPC: 2.32992 (Simulation time: 0 hr 1 min 53 sec) 
Heartbeat CPU  0 instructions:   49000002 cycles:   21044354 heartbeat IPC: 2.25825 cumulative IPC: 2.32842 (Simulation time: 0 hr 1 min 56 sec) 
Heartbeat CPU  0 instructions:   50000001 cycles:   21487158 heartbeat IPC: 2.25833 cumulative IPC: 2.32697 (Simulation time: 0 hr 1 min 58 sec) 
Heartbeat CPU  0 instructions:   51000001 cycles:   21929929 heartbeat IPC: 2.25850 cumulative IPC: 2.32559 (Simulation time: 0 hr 2 min 0 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   22372701 heartbeat IPC: 2.25850 cumulative IPC: 2.32426 (Simulation time: 0 hr 2 min 2 sec) 
Heartbeat CPU  0 instructions:   53000002 cycles:   22815499 heartbeat IPC: 2.25837 cumulative IPC: 2.32298 (Simulation time: 0 hr 2 min 4 sec) 
Heartbeat CPU  0 instructions:   54000002 cycles:   23258275 heartbeat IPC: 2.25848 cumulative IPC: 2.32175 (Simulation time: 0 hr 2 min 7 sec) 
Heartbeat CPU  0 instructions:   55000002 cycles:   23701050 heartbeat IPC: 2.25848 cumulative IPC: 2.32057 (Simulation time: 0 hr 2 min 9 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   24143827 heartbeat IPC: 2.25847 cumulative IPC: 2.31943 (Simulation time: 0 hr 2 min 11 sec) 
Heartbeat CPU  0 instructions:   57000000 cycles:   24586649 heartbeat IPC: 2.25824 cumulative IPC: 2.31833 (Simulation time: 0 hr 2 min 13 sec) 
Heartbeat CPU  0 instructions:   58000000 cycles:   25029422 heartbeat IPC: 2.25849 cumulative IPC: 2.31727 (Simulation time: 0 hr 2 min 15 sec) 
Heartbeat CPU  0 instructions:   59000003 cycles:   25472547 heartbeat IPC: 2.25671 cumulative IPC: 2.31622 (Simulation time: 0 hr 2 min 18 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:   25916147 heartbeat IPC: 2.25428 cumulative IPC: 2.31516 (Simulation time: 0 hr 2 min 20 sec) 
Heartbeat CPU  0 instructions:   61000000 cycles:   26359781 heartbeat IPC: 2.25411 cumulative IPC: 2.31413 (Simulation time: 0 hr 2 min 22 sec) 
Heartbeat CPU  0 instructions:   62000002 cycles:   26803401 heartbeat IPC: 2.25419 cumulative IPC: 2.31314 (Simulation time: 0 hr 2 min 24 sec) 
Heartbeat CPU  0 instructions:   63000003 cycles:   27246982 heartbeat IPC: 2.25438 cumulative IPC: 2.31218 (Simulation time: 0 hr 2 min 26 sec) 
Heartbeat CPU  0 instructions:   64000000 cycles:   27690604 heartbeat IPC: 2.25416 cumulative IPC: 2.31125 (Simulation time: 0 hr 2 min 29 sec) 
Heartbeat CPU  0 instructions:   65000003 cycles:   28134231 heartbeat IPC: 2.25415 cumulative IPC: 2.31035 (Simulation time: 0 hr 2 min 31 sec) 
Heartbeat CPU  0 instructions:   66000000 cycles:   28577821 heartbeat IPC: 2.25433 cumulative IPC: 2.30948 (Simulation time: 0 hr 2 min 33 sec) 
Heartbeat CPU  0 instructions:   67000001 cycles:   29021439 heartbeat IPC: 2.25419 cumulative IPC: 2.30864 (Simulation time: 0 hr 2 min 35 sec) 
Heartbeat CPU  0 instructions:   68000000 cycles:   29465010 heartbeat IPC: 2.25443 cumulative IPC: 2.30782 (Simulation time: 0 hr 2 min 37 sec) 
Heartbeat CPU  0 instructions:   69000003 cycles:   29908639 heartbeat IPC: 2.25414 cumulative IPC: 2.30703 (Simulation time: 0 hr 2 min 39 sec) 
Heartbeat CPU  0 instructions:   70000003 cycles:   30352228 heartbeat IPC: 2.25434 cumulative IPC: 2.30626 (Simulation time: 0 hr 2 min 42 sec) 
Heartbeat CPU  0 instructions:   71000003 cycles:   30795836 heartbeat IPC: 2.25424 cumulative IPC: 2.30551 (Simulation time: 0 hr 2 min 44 sec) 
Heartbeat CPU  0 instructions:   72000000 cycles:   31239441 heartbeat IPC: 2.25425 cumulative IPC: 2.30478 (Simulation time: 0 hr 2 min 46 sec) 
Heartbeat CPU  0 instructions:   73000001 cycles:   31683072 heartbeat IPC: 2.25413 cumulative IPC: 2.30407 (Simulation time: 0 hr 2 min 48 sec) 
Heartbeat CPU  0 instructions:   74000002 cycles:   32126676 heartbeat IPC: 2.25427 cumulative IPC: 2.30338 (Simulation time: 0 hr 2 min 50 sec) 
Heartbeat CPU  0 instructions:   75000003 cycles:   32570249 heartbeat IPC: 2.25442 cumulative IPC: 2.30272 (Simulation time: 0 hr 2 min 53 sec) 
Heartbeat CPU  0 instructions:   76000000 cycles:   33013863 heartbeat IPC: 2.25421 cumulative IPC: 2.30206 (Simulation time: 0 hr 2 min 55 sec) 
Heartbeat CPU  0 instructions:   77000003 cycles:   33457485 heartbeat IPC: 2.25418 cumulative IPC: 2.30143 (Simulation time: 0 hr 2 min 57 sec) 
Heartbeat CPU  0 instructions:   78000000 cycles:   33901069 heartbeat IPC: 2.25436 cumulative IPC: 2.30081 (Simulation time: 0 hr 3 min 0 sec) 
Heartbeat CPU  0 instructions:   79000001 cycles:   34344697 heartbeat IPC: 2.25414 cumulative IPC: 2.30021 (Simulation time: 0 hr 3 min 2 sec) 
Heartbeat CPU  0 instructions:   80000000 cycles:   34788268 heartbeat IPC: 2.25443 cumulative IPC: 2.29963 (Simulation time: 0 hr 3 min 4 sec) 
Heartbeat CPU  0 instructions:   81000001 cycles:   35231923 heartbeat IPC: 2.25401 cumulative IPC: 2.29905 (Simulation time: 0 hr 3 min 6 sec) 
Heartbeat CPU  0 instructions:   82000002 cycles:   35675524 heartbeat IPC: 2.25428 cumulative IPC: 2.29849 (Simulation time: 0 hr 3 min 9 sec) 
Heartbeat CPU  0 instructions:   83000003 cycles:   36119115 heartbeat IPC: 2.25433 cumulative IPC: 2.29795 (Simulation time: 0 hr 3 min 11 sec) 
Heartbeat CPU  0 instructions:   84000000 cycles:   36562706 heartbeat IPC: 2.25432 cumulative IPC: 2.29742 (Simulation time: 0 hr 3 min 13 sec) 
Heartbeat CPU  0 instructions:   85000003 cycles:   37006359 heartbeat IPC: 2.25402 cumulative IPC: 2.29690 (Simulation time: 0 hr 3 min 15 sec) 
Heartbeat CPU  0 instructions:   86000002 cycles:   37449945 heartbeat IPC: 2.25435 cumulative IPC: 2.29640 (Simulation time: 0 hr 3 min 17 sec) 
Heartbeat CPU  0 instructions:   87000003 cycles:   37893535 heartbeat IPC: 2.25434 cumulative IPC: 2.29591 (Simulation time: 0 hr 3 min 20 sec) 
Heartbeat CPU  0 instructions:   88000000 cycles:   38337140 heartbeat IPC: 2.25425 cumulative IPC: 2.29542 (Simulation time: 0 hr 3 min 22 sec) 
Heartbeat CPU  0 instructions:   89000001 cycles:   38780775 heartbeat IPC: 2.25411 cumulative IPC: 2.29495 (Simulation time: 0 hr 3 min 24 sec) 
Heartbeat CPU  0 instructions:   90000000 cycles:   39224364 heartbeat IPC: 2.25434 cumulative IPC: 2.29449 (Simulation time: 0 hr 3 min 26 sec) 
Heartbeat CPU  0 instructions:   91000001 cycles:   39667986 heartbeat IPC: 2.25417 cumulative IPC: 2.29404 (Simulation time: 0 hr 3 min 28 sec) 
Heartbeat CPU  0 instructions:   92000000 cycles:   40111539 heartbeat IPC: 2.25452 cumulative IPC: 2.29360 (Simulation time: 0 hr 3 min 31 sec) 
Heartbeat CPU  0 instructions:   93000001 cycles:   40555178 heartbeat IPC: 2.25409 cumulative IPC: 2.29317 (Simulation time: 0 hr 3 min 33 sec) 
Heartbeat CPU  0 instructions:   94000003 cycles:   40993439 heartbeat IPC: 2.28175 cumulative IPC: 2.29305 (Simulation time: 0 hr 3 min 35 sec) 
Heartbeat CPU  0 instructions:   95000002 cycles:   41423293 heartbeat IPC: 2.32637 cumulative IPC: 2.29340 (Simulation time: 0 hr 3 min 38 sec) 
Heartbeat CPU  0 instructions:   96000000 cycles:   41853131 heartbeat IPC: 2.32645 cumulative IPC: 2.29374 (Simulation time: 0 hr 3 min 41 sec) 
Heartbeat CPU  0 instructions:   97000001 cycles:   42282988 heartbeat IPC: 2.32636 cumulative IPC: 2.29407 (Simulation time: 0 hr 3 min 44 sec) 
Heartbeat CPU  0 instructions:   98000000 cycles:   42712822 heartbeat IPC: 2.32648 cumulative IPC: 2.29439 (Simulation time: 0 hr 3 min 46 sec) 
Heartbeat CPU  0 instructions:   99000000 cycles:   43142683 heartbeat IPC: 2.32633 cumulative IPC: 2.29471 (Simulation time: 0 hr 3 min 49 sec) 
Heartbeat CPU  0 instructions:  100000000 cycles:   43572530 heartbeat IPC: 2.32641 cumulative IPC: 2.29502 (Simulation time: 0 hr 3 min 52 sec) 

Warmup complete CPU  0 instructions:  100000001 cycles:   43572531 (Simulation time: 0 hr 3 min 52 sec) 

Heartbeat CPU  0 instructions:  101000002 cycles:   45359982 heartbeat IPC: 0.55946 cumulative IPC: 0.55946 (Simulation time: 0 hr 3 min 56 sec) 
Heartbeat CPU  0 instructions:  102000001 cycles:   47052063 heartbeat IPC: 0.59099 cumulative IPC: 0.57479 (Simulation time: 0 hr 3 min 59 sec) 
Heartbeat CPU  0 instructions:  103000002 cycles:   48915184 heartbeat IPC: 0.53673 cumulative IPC: 0.56152 (Simulation time: 0 hr 4 min 3 sec) 
Heartbeat CPU  0 instructions:  104000000 cycles:   51041721 heartbeat IPC: 0.47025 cumulative IPC: 0.53553 (Simulation time: 0 hr 4 min 6 sec) 
Heartbeat CPU  0 instructions:  105000002 cycles:   53107797 heartbeat IPC: 0.48401 cumulative IPC: 0.52437 (Simulation time: 0 hr 4 min 9 sec) 
Heartbeat CPU  0 instructions:  106000002 cycles:   55181977 heartbeat IPC: 0.48212 cumulative IPC: 0.51682 (Simulation time: 0 hr 4 min 13 sec) 
Heartbeat CPU  0 instructions:  107000002 cycles:   57261146 heartbeat IPC: 0.48096 cumulative IPC: 0.51137 (Simulation time: 0 hr 4 min 16 sec) 
Heartbeat CPU  0 instructions:  108000000 cycles:   59335629 heartbeat IPC: 0.48205 cumulative IPC: 0.50751 (Simulation time: 0 hr 4 min 19 sec) 
Heartbeat CPU  0 instructions:  109000000 cycles:   61405211 heartbeat IPC: 0.48319 cumulative IPC: 0.50469 (Simulation time: 0 hr 4 min 22 sec) 
Heartbeat CPU  0 instructions:  110000001 cycles:   63488119 heartbeat IPC: 0.48010 cumulative IPC: 0.50212 (Simulation time: 0 hr 4 min 26 sec) 
Heartbeat CPU  0 instructions:  111000000 cycles:   65579049 heartbeat IPC: 0.47826 cumulative IPC: 0.49985 (Simulation time: 0 hr 4 min 29 sec) 
Heartbeat CPU  0 instructions:  112000000 cycles:   67667130 heartbeat IPC: 0.47891 cumulative IPC: 0.49804 (Simulation time: 0 hr 4 min 32 sec) 
Heartbeat CPU  0 instructions:  113000000 cycles:   69755287 heartbeat IPC: 0.47889 cumulative IPC: 0.49651 (Simulation time: 0 hr 4 min 35 sec) 
Heartbeat CPU  0 instructions:  114000000 cycles:   71827267 heartbeat IPC: 0.48263 cumulative IPC: 0.49549 (Simulation time: 0 hr 4 min 38 sec) 
Heartbeat CPU  0 instructions:  115000001 cycles:   73922557 heartbeat IPC: 0.47726 cumulative IPC: 0.49423 (Simulation time: 0 hr 4 min 42 sec) 
Heartbeat CPU  0 instructions:  116000000 cycles:   76008552 heartbeat IPC: 0.47939 cumulative IPC: 0.49328 (Simulation time: 0 hr 4 min 45 sec) 
Heartbeat CPU  0 instructions:  117000003 cycles:   78099583 heartbeat IPC: 0.47823 cumulative IPC: 0.49237 (Simulation time: 0 hr 4 min 48 sec) 
Heartbeat CPU  0 instructions:  118000001 cycles:   80192678 heartbeat IPC: 0.47776 cumulative IPC: 0.49153 (Simulation time: 0 hr 4 min 51 sec) 
Heartbeat CPU  0 instructions:  119000000 cycles:   82270574 heartbeat IPC: 0.48126 cumulative IPC: 0.49098 (Simulation time: 0 hr 4 min 55 sec) 
Heartbeat CPU  0 instructions:  120000000 cycles:   84357531 heartbeat IPC: 0.47917 cumulative IPC: 0.49038 (Simulation time: 0 hr 4 min 58 sec) 
Heartbeat CPU  0 instructions:  121000003 cycles:   86451255 heartbeat IPC: 0.47762 cumulative IPC: 0.48975 (Simulation time: 0 hr 5 min 1 sec) 
Heartbeat CPU  0 instructions:  122000000 cycles:   88540950 heartbeat IPC: 0.47854 cumulative IPC: 0.48923 (Simulation time: 0 hr 5 min 4 sec) 
Heartbeat CPU  0 instructions:  123000001 cycles:   90632604 heartbeat IPC: 0.47809 cumulative IPC: 0.48874 (Simulation time: 0 hr 5 min 8 sec) 
Heartbeat CPU  0 instructions:  124000000 cycles:   92719223 heartbeat IPC: 0.47924 cumulative IPC: 0.48833 (Simulation time: 0 hr 5 min 11 sec) 
Heartbeat CPU  0 instructions:  125000003 cycles:   94808497 heartbeat IPC: 0.47864 cumulative IPC: 0.48794 (Simulation time: 0 hr 5 min 14 sec) 
Heartbeat CPU  0 instructions:  126000001 cycles:   96892194 heartbeat IPC: 0.47992 cumulative IPC: 0.48762 (Simulation time: 0 hr 5 min 17 sec) 
Heartbeat CPU  0 instructions:  127000003 cycles:   98805132 heartbeat IPC: 0.52276 cumulative IPC: 0.48884 (Simulation time: 0 hr 5 min 21 sec) 
Heartbeat CPU  0 instructions:  128000000 cycles:  100493964 heartbeat IPC: 0.59212 cumulative IPC: 0.49191 (Simulation time: 0 hr 5 min 24 sec) 
Heartbeat CPU  0 instructions:  129000003 cycles:  102545240 heartbeat IPC: 0.48750 cumulative IPC: 0.49175 (Simulation time: 0 hr 5 min 28 sec) 
Heartbeat CPU  0 instructions:  130000003 cycles:  104675248 heartbeat IPC: 0.46948 cumulative IPC: 0.49098 (Simulation time: 0 hr 5 min 31 sec) 
Heartbeat CPU  0 instructions:  131000000 cycles:  106803663 heartbeat IPC: 0.46983 cumulative IPC: 0.49026 (Simulation time: 0 hr 5 min 34 sec) 
Heartbeat CPU  0 instructions:  132000000 cycles:  108938556 heartbeat IPC: 0.46841 cumulative IPC: 0.48955 (Simulation time: 0 hr 5 min 38 sec) 
Heartbeat CPU  0 instructions:  133000001 cycles:  111076646 heartbeat IPC: 0.46771 cumulative IPC: 0.48886 (Simulation time: 0 hr 5 min 41 sec) 
