*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Dec 11 2024 17:59:53
*************************************************
parsing config file: /home/functionmain/桌面/Pythia/config/pythia.ini

trace_0 /home/functionmain/桌面/Pythia/traces/410.bwaves-1963B.champsimtrace.xz
Heartbeat CPU  0 instructions:   43000001 cycles:   28289484 heartbeat IPC: 1.52008 cumulative IPC: 1.52000 (Simulation time: 0 hr 1 min 42 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   28947290 heartbeat IPC: 1.52020 cumulative IPC: 1.52000 (Simulation time: 0 hr 1 min 44 sec) 
Heartbeat CPU  0 instructions:   45000000 cycles:   29605151 heartbeat IPC: 1.52008 cumulative IPC: 1.52001 (Simulation time: 0 hr 1 min 47 sec) 
Heartbeat CPU  0 instructions:   46000001 cycles:   30262990 heartbeat IPC: 1.52013 cumulative IPC: 1.52001 (Simulation time: 0 hr 1 min 49 sec) 
Heartbeat CPU  0 instructions:   47000003 cycles:   30920844 heartbeat IPC: 1.52010 cumulative IPC: 1.52001 (Simulation time: 0 hr 1 min 52 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   31578529 heartbeat IPC: 1.52048 cumulative IPC: 1.52002 (Simulation time: 0 hr 1 min 54 sec) 
Heartbeat CPU  0 instructions:   49000000 cycles:   32236305 heartbeat IPC: 1.52027 cumulative IPC: 1.52003 (Simulation time: 0 hr 1 min 56 sec) 
Heartbeat CPU  0 instructions:   50000003 cycles:   32894232 heartbeat IPC: 1.51993 cumulative IPC: 1.52002 (Simulation time: 0 hr 1 min 59 sec) 
Heartbeat CPU  0 instructions:   51000000 cycles:   33552053 heartbeat IPC: 1.52017 cumulative IPC: 1.52003 (Simulation time: 0 hr 2 min 1 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   34209861 heartbeat IPC: 1.52020 cumulative IPC: 1.52003 (Simulation time: 0 hr 2 min 4 sec) 
Heartbeat CPU  0 instructions:   53000003 cycles:   34867754 heartbeat IPC: 1.52001 cumulative IPC: 1.52003 (Simulation time: 0 hr 2 min 6 sec) 
Heartbeat CPU  0 instructions:   54000001 cycles:   35525629 heartbeat IPC: 1.52004 cumulative IPC: 1.52003 (Simulation time: 0 hr 2 min 8 sec) 
Heartbeat CPU  0 instructions:   55000003 cycles:   36183481 heartbeat IPC: 1.52010 cumulative IPC: 1.52003 (Simulation time: 0 hr 2 min 11 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   36841344 heartbeat IPC: 1.52007 cumulative IPC: 1.52003 (Simulation time: 0 hr 2 min 13 sec) 
Heartbeat CPU  0 instructions:   57000001 cycles:   37499076 heartbeat IPC: 1.52038 cumulative IPC: 1.52004 (Simulation time: 0 hr 2 min 15 sec) 
Heartbeat CPU  0 instructions:   58000000 cycles:   38157015 heartbeat IPC: 1.51990 cumulative IPC: 1.52004 (Simulation time: 0 hr 2 min 18 sec) 
Heartbeat CPU  0 instructions:   59000002 cycles:   38814971 heartbeat IPC: 1.51986 cumulative IPC: 1.52003 (Simulation time: 0 hr 2 min 20 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:   39472729 heartbeat IPC: 1.52031 cumulative IPC: 1.52004 (Simulation time: 0 hr 2 min 23 sec) 
Heartbeat CPU  0 instructions:   61000002 cycles:   40130772 heartbeat IPC: 1.51966 cumulative IPC: 1.52003 (Simulation time: 0 hr 2 min 25 sec) 
Heartbeat CPU  0 instructions:   62000001 cycles:   40788699 heartbeat IPC: 1.51992 cumulative IPC: 1.52003 (Simulation time: 0 hr 2 min 27 sec) 
Heartbeat CPU  0 instructions:   63000002 cycles:   41446647 heartbeat IPC: 1.51988 cumulative IPC: 1.52003 (Simulation time: 0 hr 2 min 30 sec) 
Heartbeat CPU  0 instructions:   64000000 cycles:   42104572 heartbeat IPC: 1.51993 cumulative IPC: 1.52002 (Simulation time: 0 hr 2 min 32 sec) 
Heartbeat CPU  0 instructions:   65000002 cycles:   42762592 heartbeat IPC: 1.51971 cumulative IPC: 1.52002 (Simulation time: 0 hr 2 min 35 sec) 
Heartbeat CPU  0 instructions:   66000002 cycles:   43420510 heartbeat IPC: 1.51995 cumulative IPC: 1.52002 (Simulation time: 0 hr 2 min 37 sec) 
Heartbeat CPU  0 instructions:   67000002 cycles:   44078412 heartbeat IPC: 1.51998 cumulative IPC: 1.52002 (Simulation time: 0 hr 2 min 39 sec) 
Heartbeat CPU  0 instructions:   68000000 cycles:   44736289 heartbeat IPC: 1.52004 cumulative IPC: 1.52002 (Simulation time: 0 hr 2 min 42 sec) 
Heartbeat CPU  0 instructions:   69000000 cycles:   45394288 heartbeat IPC: 1.51976 cumulative IPC: 1.52002 (Simulation time: 0 hr 2 min 44 sec) 
Heartbeat CPU  0 instructions:   70000003 cycles:   46052120 heartbeat IPC: 1.52015 cumulative IPC: 1.52002 (Simulation time: 0 hr 2 min 47 sec) 
Heartbeat CPU  0 instructions:   71000003 cycles:   46709919 heartbeat IPC: 1.52022 cumulative IPC: 1.52002 (Simulation time: 0 hr 2 min 49 sec) 
Heartbeat CPU  0 instructions:   72000000 cycles:   47367777 heartbeat IPC: 1.52008 cumulative IPC: 1.52002 (Simulation time: 0 hr 2 min 51 sec) 
Heartbeat CPU  0 instructions:   73000001 cycles:   48025657 heartbeat IPC: 1.52004 cumulative IPC: 1.52002 (Simulation time: 0 hr 2 min 54 sec) 
Heartbeat CPU  0 instructions:   74000002 cycles:   48683479 heartbeat IPC: 1.52017 cumulative IPC: 1.52002 (Simulation time: 0 hr 2 min 56 sec) 
Heartbeat CPU  0 instructions:   75000001 cycles:   49341363 heartbeat IPC: 1.52002 cumulative IPC: 1.52002 (Simulation time: 0 hr 2 min 59 sec) 
Heartbeat CPU  0 instructions:   76000000 cycles:   49999163 heartbeat IPC: 1.52022 cumulative IPC: 1.52003 (Simulation time: 0 hr 3 min 1 sec) 
Heartbeat CPU  0 instructions:   77000002 cycles:   50657043 heartbeat IPC: 1.52004 cumulative IPC: 1.52003 (Simulation time: 0 hr 3 min 3 sec) 
Heartbeat CPU  0 instructions:   78000000 cycles:   51315003 heartbeat IPC: 1.51985 cumulative IPC: 1.52002 (Simulation time: 0 hr 3 min 6 sec) 
Heartbeat CPU  0 instructions:   79000003 cycles:   51972817 heartbeat IPC: 1.52019 cumulative IPC: 1.52003 (Simulation time: 0 hr 3 min 8 sec) 
Heartbeat CPU  0 instructions:   80000000 cycles:   52630640 heartbeat IPC: 1.52016 cumulative IPC: 1.52003 (Simulation time: 0 hr 3 min 11 sec) 
Heartbeat CPU  0 instructions:   81000001 cycles:   53288580 heartbeat IPC: 1.51990 cumulative IPC: 1.52003 (Simulation time: 0 hr 3 min 13 sec) 
Heartbeat CPU  0 instructions:   82000001 cycles:   53946432 heartbeat IPC: 1.52010 cumulative IPC: 1.52003 (Simulation time: 0 hr 3 min 15 sec) 
Heartbeat CPU  0 instructions:   83000001 cycles:   54604204 heartbeat IPC: 1.52028 cumulative IPC: 1.52003 (Simulation time: 0 hr 3 min 18 sec) 
Heartbeat CPU  0 instructions:   84000000 cycles:   55262005 heartbeat IPC: 1.52022 cumulative IPC: 1.52003 (Simulation time: 0 hr 3 min 20 sec) 
Heartbeat CPU  0 instructions:   85000000 cycles:   55919919 heartbeat IPC: 1.51996 cumulative IPC: 1.52003 (Simulation time: 0 hr 3 min 23 sec) 
Heartbeat CPU  0 instructions:   86000002 cycles:   56577773 heartbeat IPC: 1.52010 cumulative IPC: 1.52003 (Simulation time: 0 hr 3 min 25 sec) 
Heartbeat CPU  0 instructions:   87000001 cycles:   57235726 heartbeat IPC: 1.51986 cumulative IPC: 1.52003 (Simulation time: 0 hr 3 min 27 sec) 
Heartbeat CPU  0 instructions:   88000000 cycles:   57893775 heartbeat IPC: 1.51964 cumulative IPC: 1.52003 (Simulation time: 0 hr 3 min 30 sec) 
Heartbeat CPU  0 instructions:   89000001 cycles:   58551723 heartbeat IPC: 1.51988 cumulative IPC: 1.52002 (Simulation time: 0 hr 3 min 32 sec) 
Heartbeat CPU  0 instructions:   90000003 cycles:   59209668 heartbeat IPC: 1.51989 cumulative IPC: 1.52002 (Simulation time: 0 hr 3 min 34 sec) 
Heartbeat CPU  0 instructions:   91000000 cycles:   59867567 heartbeat IPC: 1.51999 cumulative IPC: 1.52002 (Simulation time: 0 hr 3 min 37 sec) 
Heartbeat CPU  0 instructions:   92000000 cycles:   60525526 heartbeat IPC: 1.51985 cumulative IPC: 1.52002 (Simulation time: 0 hr 3 min 39 sec) 
Heartbeat CPU  0 instructions:   93000001 cycles:   61183449 heartbeat IPC: 1.51994 cumulative IPC: 1.52002 (Simulation time: 0 hr 3 min 42 sec) 
Heartbeat CPU  0 instructions:   94000001 cycles:   61841376 heartbeat IPC: 1.51993 cumulative IPC: 1.52002 (Simulation time: 0 hr 3 min 44 sec) 
Heartbeat CPU  0 instructions:   95000000 cycles:   62499243 heartbeat IPC: 1.52006 cumulative IPC: 1.52002 (Simulation time: 0 hr 3 min 46 sec) 
Heartbeat CPU  0 instructions:   96000000 cycles:   63157102 heartbeat IPC: 1.52008 cumulative IPC: 1.52002 (Simulation time: 0 hr 3 min 49 sec) 
Heartbeat CPU  0 instructions:   97000000 cycles:   63815095 heartbeat IPC: 1.51977 cumulative IPC: 1.52002 (Simulation time: 0 hr 3 min 51 sec) 
Heartbeat CPU  0 instructions:   98000001 cycles:   64473014 heartbeat IPC: 1.51995 cumulative IPC: 1.52002 (Simulation time: 0 hr 3 min 54 sec) 
Heartbeat CPU  0 instructions:   99000003 cycles:   65130907 heartbeat IPC: 1.52001 cumulative IPC: 1.52002 (Simulation time: 0 hr 3 min 56 sec) 
Heartbeat CPU  0 instructions:  100000000 cycles:   65788750 heartbeat IPC: 1.52012 cumulative IPC: 1.52002 (Simulation time: 0 hr 3 min 58 sec) 

Warmup complete CPU  0 instructions:  100000002 cycles:   65788753 (Simulation time: 0 hr 3 min 58 sec) 

Heartbeat CPU  0 instructions:  101000001 cycles:   66637124 heartbeat IPC: 1.17873 cumulative IPC: 1.17873 (Simulation time: 0 hr 4 min 1 sec) 
Heartbeat CPU  0 instructions:  102000000 cycles:   67485220 heartbeat IPC: 1.17911 cumulative IPC: 1.17892 (Simulation time: 0 hr 4 min 4 sec) 
Heartbeat CPU  0 instructions:  103000001 cycles:   68331798 heartbeat IPC: 1.18123 cumulative IPC: 1.17969 (Simulation time: 0 hr 4 min 6 sec) 
Heartbeat CPU  0 instructions:  104000000 cycles:   69182528 heartbeat IPC: 1.17546 cumulative IPC: 1.17863 (Simulation time: 0 hr 4 min 9 sec) 
Heartbeat CPU  0 instructions:  105000002 cycles:   70028707 heartbeat IPC: 1.18179 cumulative IPC: 1.17926 (Simulation time: 0 hr 4 min 12 sec) 
Heartbeat CPU  0 instructions:  106000000 cycles:   70875643 heartbeat IPC: 1.18072 cumulative IPC: 1.17950 (Simulation time: 0 hr 4 min 14 sec) 
Heartbeat CPU  0 instructions:  107000001 cycles:   71724859 heartbeat IPC: 1.17756 cumulative IPC: 1.17922 (Simulation time: 0 hr 4 min 17 sec) 
Heartbeat CPU  0 instructions:  108000000 cycles:   72573573 heartbeat IPC: 1.17825 cumulative IPC: 1.17910 (Simulation time: 0 hr 4 min 20 sec) 
Heartbeat CPU  0 instructions:  109000001 cycles:   73430778 heartbeat IPC: 1.16658 cumulative IPC: 1.17770 (Simulation time: 0 hr 4 min 22 sec) 
Heartbeat CPU  0 instructions:  110000000 cycles:   74278603 heartbeat IPC: 1.17949 cumulative IPC: 1.17788 (Simulation time: 0 hr 4 min 25 sec) 
Heartbeat CPU  0 instructions:  111000000 cycles:   75128712 heartbeat IPC: 1.17632 cumulative IPC: 1.17774 (Simulation time: 0 hr 4 min 28 sec) 
Heartbeat CPU  0 instructions:  112000000 cycles:   75978838 heartbeat IPC: 1.17630 cumulative IPC: 1.17762 (Simulation time: 0 hr 4 min 30 sec) 
Heartbeat CPU  0 instructions:  113000000 cycles:   76829202 heartbeat IPC: 1.17597 cumulative IPC: 1.17749 (Simulation time: 0 hr 4 min 33 sec) 
Heartbeat CPU  0 instructions:  114000002 cycles:   77678109 heartbeat IPC: 1.17799 cumulative IPC: 1.17752 (Simulation time: 0 hr 4 min 36 sec) 
Heartbeat CPU  0 instructions:  115000000 cycles:   78527379 heartbeat IPC: 1.17748 cumulative IPC: 1.17752 (Simulation time: 0 hr 4 min 38 sec) 
Heartbeat CPU  0 instructions:  116000000 cycles:   79377515 heartbeat IPC: 1.17628 cumulative IPC: 1.17744 (Simulation time: 0 hr 4 min 41 sec) 
Heartbeat CPU  0 instructions:  117000003 cycles:   80226579 heartbeat IPC: 1.17777 cumulative IPC: 1.17746 (Simulation time: 0 hr 4 min 44 sec) 
Heartbeat CPU  0 instructions:  118000000 cycles:   81075651 heartbeat IPC: 1.17775 cumulative IPC: 1.17748 (Simulation time: 0 hr 4 min 46 sec) 
Heartbeat CPU  0 instructions:  119000001 cycles:   81922922 heartbeat IPC: 1.18026 cumulative IPC: 1.17762 (Simulation time: 0 hr 4 min 49 sec) 
Heartbeat CPU  0 instructions:  120000000 cycles:   82772413 heartbeat IPC: 1.17717 cumulative IPC: 1.17760 (Simulation time: 0 hr 4 min 52 sec) 
Heartbeat CPU  0 instructions:  121000003 cycles:   83626310 heartbeat IPC: 1.17110 cumulative IPC: 1.17729 (Simulation time: 0 hr 4 min 54 sec) 
Heartbeat CPU  0 instructions:  122000000 cycles:   84476040 heartbeat IPC: 1.17684 cumulative IPC: 1.17727 (Simulation time: 0 hr 4 min 57 sec) 
Heartbeat CPU  0 instructions:  123000002 cycles:   85324554 heartbeat IPC: 1.17853 cumulative IPC: 1.17733 (Simulation time: 0 hr 5 min 0 sec) 
Heartbeat CPU  0 instructions:  124000000 cycles:   86176030 heartbeat IPC: 1.17443 cumulative IPC: 1.17720 (Simulation time: 0 hr 5 min 2 sec) 
Heartbeat CPU  0 instructions:  125000003 cycles:   87022978 heartbeat IPC: 1.18071 cumulative IPC: 1.17734 (Simulation time: 0 hr 5 min 5 sec) 
Heartbeat CPU  0 instructions:  126000002 cycles:   87871292 heartbeat IPC: 1.17881 cumulative IPC: 1.17740 (Simulation time: 0 hr 5 min 8 sec) 
Heartbeat CPU  0 instructions:  127000000 cycles:   88721288 heartbeat IPC: 1.17647 cumulative IPC: 1.17737 (Simulation time: 0 hr 5 min 10 sec) 
Heartbeat CPU  0 instructions:  128000000 cycles:   89568825 heartbeat IPC: 1.17989 cumulative IPC: 1.17746 (Simulation time: 0 hr 5 min 13 sec) 
Heartbeat CPU  0 instructions:  129000000 cycles:   90416075 heartbeat IPC: 1.18029 cumulative IPC: 1.17755 (Simulation time: 0 hr 5 min 16 sec) 
Heartbeat CPU  0 instructions:  130000001 cycles:   91265508 heartbeat IPC: 1.17726 cumulative IPC: 1.17754 (Simulation time: 0 hr 5 min 18 sec) 
Heartbeat CPU  0 instructions:  131000000 cycles:   92112529 heartbeat IPC: 1.18061 cumulative IPC: 1.17764 (Simulation time: 0 hr 5 min 21 sec) 
Heartbeat CPU  0 instructions:  132000000 cycles:   92962192 heartbeat IPC: 1.17694 cumulative IPC: 1.17762 (Simulation time: 0 hr 5 min 24 sec) 
Heartbeat CPU  0 instructions:  133000001 cycles:   93813566 heartbeat IPC: 1.17457 cumulative IPC: 1.17753 (Simulation time: 0 hr 5 min 26 sec) 
